                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31    | Core 32    | Core 33    | Core 34    | Core 35    | Core 36    | Core 37    | Core 38    | Core 39    | Core 40    | Core 41    | Core 42    | Core 43    | Core 44    | Core 45    | Core 46    | Core 47    | Core 48    | Core 49    | Core 50    | Core 51    | Core 52    | Core 53    | Core 54    | Core 55    | Core 56    | Core 57    | Core 58    | Core 59    | Core 60    | Core 61    | Core 62    | Core 63   
  Instructions                       |  430674948 |          0 |          0 |          0 |          0 |          0 |          0 |  406751459 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  421343476 |          0 |          0 |          0 |          0 |          0 |          0 |  401028391
  Cycles                             |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600 |  613721600
  IPC                                |       0.70 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.66 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.69 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.65
  Time (ns)                          |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400
  Idle time (ns)                     |    4217504 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |   10038765 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |    5709253 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |  153430400 |   11431505
  Idle time (%)                      |       2.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |       6.5% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |       3.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |       7.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   27050404 |          0 |          0 |          0 |          0 |          0 |          0 |   25371799 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   26213457 |          0 |          0 |          0 |          0 |          0 |          0 |   25037097
  num incorrect                      |    2896604 |          0 |          0 |          0 |          0 |          0 |          0 |    2908583 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    2821525 |          0 |          0 |          0 |          0 |          0 |          0 |    2894818
  misprediction rate                 |      9.67% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     10.28% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      9.72% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     10.36%
  mpki                               |       6.73 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       7.15 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       6.70 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       7.22
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   60605438 |          0 |          0 |          0 |          0 |          0 |          0 |   57681964 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   59658072 |          0 |          0 |          0 |          0 |          0 |          0 |   56896126
    num misses                       |        124 |          0 |          0 |          0 |          0 |          0 |          0 |         31 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |         31 |          0 |          0 |          0 |          0 |          0 |          0 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
