                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31    | Core 32    | Core 33    | Core 34    | Core 35    | Core 36    | Core 37    | Core 38    | Core 39    | Core 40    | Core 41    | Core 42    | Core 43    | Core 44    | Core 45    | Core 46    | Core 47    | Core 48    | Core 49    | Core 50    | Core 51    | Core 52    | Core 53    | Core 54    | Core 55    | Core 56    | Core 57    | Core 58    | Core 59    | Core 60    | Core 61    | Core 62    | Core 63   
  Instructions                       |    2228509 |          0 |          0 |          0 |          0 |          0 |          0 |  285311310 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  285304608 |          0 |          0 |          0 |          0 |          0 |          0 |  342335789
  Cycles                             |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200 |  231641200
  IPC                                |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.23 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.23 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.48
  Time (ns)                          |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300
  Idle time (ns)                     |   57100718 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   10826057 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   10832314 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |   57910300 |    1508129
  Idle time (%)                      |      98.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |      18.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |      18.7% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |       2.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     300197 |          0 |          0 |          0 |          0 |          0 |          0 |   27203196 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   27202372 |          0 |          0 |          0 |          0 |          0 |          0 |   32637053
  num incorrect                      |      14589 |          0 |          0 |          0 |          0 |          0 |          0 |     838044 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     837947 |          0 |          0 |          0 |          0 |          0 |          0 |    1005209
  misprediction rate                 |      4.63% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      2.99% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      2.99% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      2.99%
