                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31    | Core 32    | Core 33    | Core 34    | Core 35    | Core 36    | Core 37    | Core 38    | Core 39    | Core 40    | Core 41    | Core 42    | Core 43    | Core 44    | Core 45    | Core 46    | Core 47    | Core 48    | Core 49    | Core 50    | Core 51    | Core 52    | Core 53    | Core 54    | Core 55    | Core 56    | Core 57    | Core 58    | Core 59    | Core 60    | Core 61    | Core 62    | Core 63   
  Instructions                       |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  122540988 |          0 |          0 |          0 |          0 |   80575508 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   84256090 |          0 |          0 |          0 |          0 |   84368380 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400 |   53260400
  IPC                                |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       2.30 |       0.00 |       0.00 |       0.00 |       0.00 |       1.51 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.58 |       0.00 |       0.00 |       0.00 |       0.00 |       1.58 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100
  Idle time (ns)                     |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |     790724 |   13315100 |   13315100 |   13315100 |   13315100 |    5800675 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |    5426979 |   13315100 |   13315100 |   13315100 |   13315100 |    5384887 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100 |   13315100
  Idle time (%)                      |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |       5.9% |     100.0% |     100.0% |     100.0% |     100.0% |      43.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |      40.8% |     100.0% |     100.0% |     100.0% |     100.0% |      40.4% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   12056510 |          0 |          0 |          0 |          0 |    9513491 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    9952189 |          0 |          0 |          0 |          0 |    9964070 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      13177 |          0 |          0 |          0 |          0 |       7043 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       6472 |          0 |          0 |          0 |          0 |       6619 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.11% |      0.00% |      0.00% |      0.00% |      0.00% |      0.07% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.06% |      0.00% |      0.00% |      0.00% |      0.00% |      0.07% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
